Cliente,Empréstimo,ValorDoBem,TempoEmprego,Negativos,Atrasos,TempoCliente,LC-Recente,LC-Atual,RDS,Risco_Atrasos,Historico_Risco,Alavancagem,Finalidade_Reforma,Emprego_Comissionado,Emprego_Geral,Emprego_Gerente,Emprego_Outros,Emprego_Professional
,48356.0,219018.14,6.75,0.0,0.0,256.4,1.0,16.0,20.7,0.0,256400000.0,0.2207853640763027,False,False,False,False,False,True
,68138.0,169381.02000000002,14.5,0.0,0.0,188.5,1.0,19.0,37.8,0.0,188500000.0,0.4022764746470621,False,False,False,False,False,True
,27318.0,243664.0,1.25,1.0,0.0,352.3,3.0,13.0,,0.0,352300000.0,0.11211340160174092,False,False,False,False,True,False
,38936.0,504177.2400000001,6.0,0.0,1.0,438.3,0.0,42.0,29.3,0.0,438.29956170043835,0.07722681000588837,True,False,False,False,False,True
,37052.0,393520.5,5.25,0.0,0.0,182.4,0.0,18.0,32.2,0.0,182400000.0,0.0941551962498645,False,False,False,False,False,False
,41134.0,334588.98000000004,9.5,0.0,0.0,151.2,1.0,13.0,39.0,0.0,151200000.0,0.12293889618558597,False,False,True,False,False,False
,48670.0,361881.86,0.5,0.0,2.0,158.9,0.0,33.0,34.0,0.0,79.44996027501986,0.13449140519369662,False,False,False,False,False,True
,74418.0,585876.9,20.0,0.0,0.0,228.5,0.0,24.0,41.8,0.0,228500000.0,0.1270198566848772,False,False,False,False,False,True
,49298.0,292874.08,0.5,0.0,0.0,180.5,0.0,24.0,22.7,0.0,180500000.0,0.1683248986447524,False,False,True,False,False,False
,78500.0,484627.6,19.5,1.0,5.0,121.6,1.0,21.0,,5.0,24.319995136000973,0.1619800437243359,False,False,False,False,True,False
,49612.0,203619.58,,0.0,0.0,122.0,2.0,18.0,38.8,0.0,122000000.0,0.24365043752840257,True,False,False,False,True,False
,32970.0,183153.06,2.5,0.0,0.0,190.1,0.0,20.0,27.9,0.0,190100000.0,0.1800133714390938,False,False,False,True,False,False
,40192.0,659626.0800000001,1.75,0.0,0.0,137.6,1.0,14.0,26.1,0.0,137600000.0,0.06093149006338334,True,False,False,False,False,True
,37052.0,442052.34,14.25,,0.0,172.9,0.0,31.0,31.9,,172900000.0,0.0838181286772102,False,False,False,False,False,True
,65312.0,246436.62,2.75,0.0,0.0,414.1,0.0,21.0,22.9,0.0,414100000.00000006,0.2650255458583,False,True,False,False,False,False
,60602.0,380379.6,0.25,0.0,1.0,316.8,0.0,20.0,45.1,0.0,316.79968320031685,0.15931979485934633,True,False,False,True,False,False
,41448.0,276320.0,2.25,0.0,0.0,115.9,2.0,25.0,,0.0,115900000.00000001,0.14999999945715115,False,False,False,False,True,False
,17584.0,208430.06,22.0,0.0,0.0,208.8,0.0,19.0,18.4,0.0,208800000.00000003,0.08436403038811183,True,False,True,False,False,False
,53694.0,503929.18,4.5,0.0,0.0,158.1,0.0,19.0,24.7,0.0,158100000.0,0.10655068613698718,False,False,True,False,False,False
,12874.0,60074.48,0.5,0.0,0.0,102.6,0.0,19.0,31.8,0.0,102600000.0,0.2143006445615402,True,False,False,False,True,False
,65940.0,370520.0,10.4,0.0,0.0,123.1,2.0,22.0,,0.0,123100000.0,0.17796610121460082,True,False,False,True,False,False
,49298.0,348938.78,4.75,0.0,0.0,126.0,0.0,26.0,36.6,0.0,126000000.0,0.14127979658414636,True,False,False,False,False,True
,45216.0,333750.60000000003,20.0,0.0,0.0,124.4,4.0,25.0,28.3,0.0,124400000.00000001,0.1354784077227774,True,False,False,False,True,False
,45844.0,147558.02000000002,24.5,0.0,0.0,262.7,0.0,20.0,27.2,0.0,262700000.0,0.31068456793683885,True,False,True,False,False,False
,89804.0,399740.84,1.75,0.0,0.0,194.9,1.0,25.0,38.7,0.0,194900000.0,0.22465555377164975,False,False,False,False,True,False
,78500.0,518100.0,17.5,0.0,3.0,241.8,1.0,28.0,,0.0,80.59997313334229,0.15151515122270767,False,False,False,False,False,True
,71592.0,331659.36,1.0,,,226.4,5.0,25.0,38.7,,,0.21586003116010347,False,False,False,True,False,False
,16014.0,445487.5,7.0,1.0,0.0,159.0,0.0,34.0,25.7,0.0,159000000.0,0.03594713648318497,True,True,False,False,False,False
,159826.0,215036.62,5.75,1.0,,183.8,1.0,15.0,31.9,,,0.7432501462157928,False,False,True,False,False,False
,31086.0,114924.0,2.0,0.0,0.0,155.5,2.0,24.0,,0.0,155500000.0,0.27049180092503045,False,False,False,False,False,False
,83210.0,385256.02,9.0,0.0,0.0,155.0,0.0,27.0,31.2,0.0,155000000.0,0.21598624152327006,False,False,False,True,False,False
,23550.0,157392.5,2.75,0.0,0.0,148.7,0.0,18.0,,0.0,148700000.0,0.14962593421144,False,False,False,False,True,False
,67824.0,308068.54000000004,18.75,0.0,0.0,629.0,1.0,22.0,19.2,0.0,629000000.0,0.22015879901219773,True,False,False,False,False,True
,63428.0,290616.42,7.5,0.0,0.0,158.3,0.0,22.0,30.3,0.0,158300000.00000003,0.21825332437082076,False,False,False,False,False,True
,32656.0,217583.16,20.5,0.0,1.0,399.8,1.0,11.0,18.3,0.0,399.7996002003998,0.15008514376716864,False,False,False,False,False,True
,47414.0,553713.88,11.25,0.0,0.0,250.8,0.0,20.0,29.1,0.0,250800000.00000003,0.08562906155498745,False,False,False,True,False,False
,35482.0,320229.76,5.25,0.0,0.0,114.9,1.0,26.0,28.3,0.0,114900000.00000001,0.11080169403742583,True,False,False,False,False,True
,78500.0,358613.12,3.5,2.0,0.0,85.5,1.0,26.0,43.7,0.0,85500000.0,0.2188988506084249,False,False,False,True,False,False
,157000.0,737900.0,0.8,0.0,0.0,187.3,0.0,41.0,,0.0,187300000.00000003,0.21276595715846866,False,False,False,False,False,True
,25748.0,275129.94,14.5,0.0,1.0,89.1,0.0,9.0,26.7,0.0,89.0999109000891,0.09358487086652631,False,False,True,False,False,False
,47414.0,240071.84,5.5,0.0,0.0,136.5,0.0,9.0,31.4,0.0,136500000.0,0.19749921441223922,False,False,False,True,False,False
,78814.0,219015.0,17.75,0.0,0.0,195.0,1.0,22.0,35.7,0.0,195000000.0,0.35985662918130434,False,False,True,False,False,False
,72534.0,337829.46,24.25,,0.0,316.5,1.0,43.0,40.0,,316500000.0,0.21470596372884126,False,False,False,True,False,False
,57776.0,319479.3,0.0,0.0,0.0,282.3,1.0,20.0,36.8,0.0,282300000.0,0.18084426696551462,False,False,False,False,False,True
,33912.0,252854.78,2.75,0.0,2.0,205.0,0.0,13.0,28.6,0.0,102.49994875002562,0.13411650697638974,True,False,False,False,True,False
,27946.0,302802.76,3.5,0.0,0.0,146.8,0.0,28.0,32.9,0.0,146800000.00000003,0.09229110034435914,False,False,False,False,False,True
,69080.0,277679.62,12.5,0.0,0.0,98.9,0.0,10.0,5.2,0.0,98900000.00000001,0.2487759085496591,False,False,False,False,True,False
,73162.0,157555.78,16.5,0.0,0.0,139.1,1.0,24.0,29.1,0.0,139100000.0,0.464356176178645,False,False,False,False,True,False
,45530.0,278304.48000000004,9.5,0.0,0.0,87.7,2.0,11.0,30.5,0.0,87700000.0,0.16359779704732816,False,False,False,False,True,False
,187458.0,217598.86,2.75,0.0,0.0,112.5,0.0,23.0,28.3,0.0,112500000.0,0.8614842887435887,False,False,False,False,True,False
,53380.0,304231.46,0.75,0.0,0.0,73.9,0.0,16.0,28.0,0.0,73900000.00000001,0.17545851380571056,False,False,False,True,False,False
,94828.0,230790.0,14.0,0.0,1.0,204.9,0.0,32.0,,0.0,204.89979510020493,0.41088435196115797,False,False,True,False,False,False
,107388.0,550237.9,16.75,0.0,0.0,133.1,1.0,16.0,28.1,0.0,133100000.0,0.19516649035777706,False,False,False,False,False,True
,81640.0,233236.06,20.0,,0.0,298.0,1.0,27.0,39.9,,298000000.0,0.3500316359741644,False,False,False,False,True,False
,75360.0,153232.0,3.25,0.0,0.0,67.2,3.0,12.0,,0.0,67200000.0,0.4918032754789909,True,False,False,False,True,False
,70022.0,469637.24,23.0,0.0,0.0,160.0,0.0,23.0,41.9,0.0,160000000.0,0.1490980567275754,False,False,False,False,False,True
,31714.0,677561.76,2.0,0.0,0.0,125.5,0.0,14.0,25.8,0.0,125500000.0,0.046806065255503695,True,False,False,False,False,True
,32342.0,233474.7,4.75,0.0,0.0,245.0,1.0,16.0,37.6,0.0,245000000.0,0.13852464468944753,True,False,False,False,True,False
,43018.0,266143.26,4.0,2.0,3.0,183.7,3.0,28.0,38.1,6.0,61.23331292222902,0.16163475204431346,False,False,True,False,False,False
,68452.0,321181.18,6.25,0.0,1.0,62.8,4.0,30.0,42.0,0.0,62.7999372000628,0.21312581200079717,False,False,True,False,False,False
,48984.0,382285.58,0.5,0.0,0.0,122.1,2.0,22.0,39.3,0.0,122100000.0,0.12813457382270454,False,False,False,False,True,False
,65312.0,571919.6,7.0,0.0,0.0,215.4,3.0,21.0,42.9,0.0,215400000.00000003,0.11419786957083151,False,False,True,False,False,False
,54950.0,295998.38,1.0,0.0,0.0,162.8,3.0,19.0,32.3,0.0,162800000.00000003,0.1856429072833341,False,False,True,False,False,False
,65312.0,409682.08,1.75,0.0,0.0,310.8,3.0,19.0,27.7,0.0,310800000.0,0.15942117810127018,True,False,False,False,True,False
,48356.0,218741.82,7.0,0.0,0.0,257.8,1.0,16.0,23.3,0.0,257800000.00000003,0.22106426552972694,False,False,False,False,False,True
,70964.0,287583.18,2.75,0.0,0.0,101.8,2.0,31.0,37.3,0.0,101800000.0,0.24675991048308213,False,False,False,False,True,False
,19154.0,300237.38,1.75,0.0,0.0,139.7,1.0,13.0,29.8,0.0,139700000.0,0.06379618665804976,True,False,False,False,True,False
,54950.0,513079.14,0.5,0.0,0.0,210.9,1.0,18.0,35.8,0.0,210900000.00000003,0.10709848756061592,False,False,False,True,False,False
,53066.0,253206.46,3.25,0.0,0.0,131.2,1.0,8.0,28.9,0.0,131200000.0,0.20957601077959856,False,False,False,True,False,False
,33284.0,222940.0,2.5,0.0,0.0,226.0,5.0,37.0,,0.0,226000000.0,0.1492957739782194,False,False,False,False,False,True
,43646.0,167048.0,,0.0,0.0,86.1,0.0,15.0,41.4,0.0,86100000.0,0.2612781939246313,False,False,False,False,True,False
,49298.0,383858.72,10.0,0.0,0.0,173.9,0.0,26.0,38.3,0.0,173900000.0,0.12842745860136393,False,False,False,False,True,False
,29516.0,126071.0,9.25,0.0,0.0,81.6,0.0,4.0,,0.0,81600000.0,0.2341220404841554,True,False,False,False,True,False
,40820.0,270040.0,1.5,0.0,0.0,112.1,0.0,19.0,,0.0,112100000.0,0.15116279013789516,True,False,False,False,True,False
,38308.0,285341.22000000003,2.25,0.0,0.0,37.3,1.0,4.0,39.0,0.0,37300000.0,0.13425329808902722,False,False,False,False,True,False
,33284.0,251661.58,12.0,3.0,0.0,246.1,2.0,29.0,30.7,0.0,246100000.0,0.13225697727775143,True,False,True,False,False,False
,32970.0,168787.56,16.0,0.0,0.0,86.2,0.0,12.0,32.3,0.0,86200000.0,0.1953342995459245,False,False,False,False,True,False
,115552.0,540657.76,11.5,0.0,1.0,217.1,1.0,31.0,42.8,0.0,217.09978290021712,0.2137248520880846,False,False,True,False,False,False
,46786.0,262356.42,5.75,0.0,0.0,117.8,1.0,19.0,21.0,0.0,117800000.0,0.1783299216450281,False,False,True,False,False,False
,43960.0,191383.0,7.25,0.0,1.0,118.9,3.0,47.0,,0.0,118.89988110011892,0.2296964713182651,False,False,False,False,True,False
,73162.0,555867.92,8.5,0.0,0.0,322.0,0.0,16.0,45.8,0.0,322000000.0,0.131617596979481,True,False,False,True,False,False
,78500.0,401920.0,10.25,1.0,1.0,75.3,5.0,41.0,,1.0,75.29992470007531,0.1953124995140513,False,False,False,False,True,False
,59660.0,597542.0,13.5,,,112.4,1.0,23.0,,,,0.09984235401052585,False,False,False,False,False,True
,104562.0,150387.16,6.75,0.0,0.0,44.0,0.0,7.0,35.7,0.0,44000000.0,0.6952854173502219,False,False,False,True,False,False
,87606.0,605878.7000000001,0.25,0.0,0.0,173.7,1.0,16.0,39.1,0.0,173700000.0,0.14459329871706447,True,False,False,False,False,False
,68766.0,236668.08,5.0,0.0,1.0,219.0,8.0,21.0,36.0,0.0,218.99978100021903,0.29055882698436214,False,False,False,False,False,True
,41134.0,188051.46,4.25,0.0,0.0,180.1,0.0,13.0,40.8,0.0,180100000.0,0.21873799746761874,False,False,False,False,True,False
,23550.0,290318.12,28.75,0.0,0.0,246.1,1.0,16.0,25.0,0.0,246100000.0,0.08111791271892395,True,False,True,False,False,False
,53380.0,188604.1,0.5,0.0,0.0,327.6,0.0,5.0,37.8,0.0,327600000.00000006,0.2830267195515542,False,True,False,False,False,False
,83210.0,239139.26,24.75,,0.0,284.2,0.0,31.0,43.3,,284200000.0,0.34795624797050784,False,False,False,False,True,False
,56520.0,310539.72000000003,10.75,0.0,0.0,209.1,2.0,13.0,,0.0,209100000.0,0.18200570225926105,False,False,True,False,False,False
,50240.0,285740.0,0.95,0.0,0.0,86.5,0.0,17.0,,0.0,86500000.0,0.1758241752088466,False,False,False,True,False,False
,23550.0,344144.0,4.75,0.0,1.0,125.6,1.0,18.0,,0.0,125.5998744001256,0.06843065673546347,False,False,False,True,False,False
,67196.0,297825.86,4.25,0.0,0.0,111.9,1.0,30.0,33.6,0.0,111900000.00000001,0.22562177701552924,False,False,False,False,True,False
,79128.0,324437.36,0.25,0.0,0.0,183.8,0.0,26.0,34.9,0.0,183800000.00000003,0.24389299603506517,False,False,False,False,False,True
,45844.0,740763.68,10.5,0.0,0.0,238.0,0.0,19.0,31.2,0.0,238000000.0,0.061887483384866424,True,False,False,False,False,True
,90746.0,410485.92,2.0,0.0,0.0,292.5,1.0,25.0,40.1,0.0,292500000.0,0.22106970143806712,False,False,True,False,False,False
,45216.0,200721.36,,0.0,0.0,110.5,1.0,19.0,40.9,0.0,110500000.0,0.22526750404009072,False,False,False,False,True,False
,78500.0,442740.0,15.75,1.0,2.0,306.9,2.0,14.0,,2.0,153.44992327503834,0.1773049641385351,True,False,True,False,False,False
,18526.0,87920.0,1.5,2.0,1.0,39.2,1.0,8.0,,2.0,39.19996080003921,0.21071428331762643,False,False,False,False,False,False
,83524.0,246034.7,23.5,,0.0,280.1,0.0,31.0,38.5,,280100000.00000006,0.33948056782445496,False,False,False,False,True,False
,96398.0,203691.8,1.25,0.0,0.0,102.5,1.0,5.0,38.7,0.0,102500000.0,0.4732541983857269,False,False,False,False,True,False
,43018.0,353802.64,2.0,0.0,0.0,146.9,1.0,21.0,40.8,0.0,146900000.0,0.12158756045012112,True,False,True,False,False,False
,47100.0,282600.0,9.25,1.0,3.0,138.6,0.0,26.0,,3.0,46.19998460000513,0.16666666607690495,False,False,False,False,False,True
,54322.0,364403.28,13.5,0.0,0.0,121.9,2.0,9.0,36.8,0.0,121900000.00000001,0.1490711056468232,False,False,False,False,True,False
,32656.0,229838.58,8.25,0.0,0.0,48.7,1.0,22.0,40.9,0.0,48700000.00000001,0.1420823251601958,False,False,False,False,False,True
,12560.0,163317.68,22.25,3.0,1.0,86.8,1.0,9.0,,3.0,86.7999132000868,0.076905329068443,True,False,False,False,False,True
,79442.0,483246.0,6.5,,,304.2,2.0,38.0,39.7,,,0.16439246229789287,False,False,True,False,False,False
,49298.0,213406.96,6.25,0.0,0.0,158.3,2.0,12.0,29.8,0.0,158300000.00000003,0.2310046484378736,False,False,False,False,False,True
,75046.0,97955.44,17.75,2.0,0.0,125.2,1.0,19.0,26.7,0.0,125200000.00000001,0.7661238542124474,False,False,False,False,True,False
,6908.0,322164.0,7.0,2.0,6.0,125.4,1.0,23.0,,12.0,20.899996516667247,0.02144249506014795,True,False,False,True,False,False
,59346.0,369295.4,16.5,0.0,0.0,236.6,5.0,31.0,41.1,0.0,236600000.0,0.1607006202603644,False,False,False,True,False,False
,66568.0,467759.52,8.75,0.0,0.0,164.1,1.0,21.0,35.5,0.0,164100000.0,0.14231244263652304,True,False,False,False,False,True
,53066.0,304532.9,21.5,0.0,0.0,235.1,1.0,21.0,35.3,0.0,235100000.0,0.1742537500077865,True,False,False,False,False,True
,59660.0,628577.76,9.75,0.0,0.0,259.2,0.0,37.0,22.7,0.0,259200000.0,0.0949126801830967,False,False,False,False,False,True
,51810.0,91587.52,11.75,,,104.1,2.0,8.0,29.6,,,0.56568841949549,False,False,False,False,True,False
,32970.0,276941.72000000003,15.0,0.0,0.0,98.8,0.0,8.0,25.3,0.0,98800000.0,0.11905031817145384,False,False,True,False,False,False
,36738.0,337864.0,12.5,0.0,0.0,216.6,2.0,15.0,38.3,0.0,216600000.0,0.1087360591577201,False,False,False,False,True,False
,100480.0,136144.12,1.5,0.0,0.0,70.4,0.0,7.0,13.7,0.0,70400000.00000001,0.7380414171538117,False,False,False,False,True,False
,67196.0,218107.54,25.5,0.0,0.0,315.8,2.0,32.0,35.0,0.0,315800000.0,0.3080865507534194,False,False,False,False,True,False
,29830.0,179859.2,6.0,0.0,0.0,70.8,1.0,10.0,30.2,0.0,70800000.0,0.16585195438514153,False,False,False,False,True,False
,73476.0,300717.8,13.5,0.0,0.0,130.9,0.0,13.0,34.2,0.0,130900000.00000001,0.2443353860518553,True,False,True,False,False,False
,126856.0,411340.0,34.25,,13.0,213.3,3.0,34.0,,,16.407691045562228,0.3083969458151482,False,False,True,False,False,False
,78814.0,588564.74,3.25,0.0,0.0,171.8,0.0,16.0,40.5,0.0,171800000.00000003,0.13390880307592193,True,False,False,False,False,False
,58090.0,224911.92,,0.0,0.0,248.8,0.0,21.0,40.6,0.0,248800000.00000003,0.25827888420374123,False,False,True,False,False,False
,29516.0,366557.32,28.75,0.0,0.0,341.1,1.0,37.0,33.2,0.0,341100000.00000006,0.08052219478109947,True,False,True,False,False,False
,23550.0,210380.0,15.75,1.0,3.0,128.7,2.0,22.0,,3.0,42.89998570000476,0.11194029797537648,False,False,False,False,True,False
,109272.0,614381.8200000001,22.75,0.0,0.0,184.8,0.0,23.0,39.0,0.0,184800000.00000003,0.17785682496618008,False,False,False,False,False,True
,56206.0,410573.84,2.0,0.0,1.0,291.5,1.0,47.0,43.9,0.0,291.49970850029155,0.13689620328246874,False,False,False,False,True,False
,59660.0,541822.7000000001,6.5,0.0,0.0,218.6,4.0,24.0,43.0,0.0,218600000.0,0.11010981985415186,False,False,True,False,False,False
,45844.0,208627.88,6.5,0.0,0.0,239.7,0.0,18.0,32.9,0.0,239700000.0,0.21974052451790949,False,False,False,False,True,False
,38622.0,151592.92,0.0,0.0,0.0,173.2,0.0,16.0,27.3,0.0,173200000.0,0.25477442973738856,False,False,False,False,True,False
,114610.0,614589.06,23.0,0.0,0.0,184.1,0.0,23.0,37.4,0.0,184100000.0,0.1864823298571531,False,False,False,False,False,True
,110528.0,116428.06,2.25,0.0,1.0,218.5,2.0,51.0,38.4,0.0,218.49978150021852,0.9493244072835672,False,False,False,True,False,False
,41448.0,576648.4400000001,5.0,0.0,0.0,198.8,1.0,56.0,35.6,0.0,198800000.00000003,0.07187741620895147,True,False,True,False,False,False
,16328.0,81640.0,0.0,1.0,0.0,19.4,11.0,7.0,,0.0,19400000.0,0.1999999975502205,False,False,False,False,True,False
,81326.0,286999.14,2.25,0.0,1.0,93.2,0.0,25.0,33.1,0.0,93.19990680009322,0.28336670178396106,False,False,True,False,False,False
,141300.0,474140.0,16.25,0.0,0.0,225.7,6.0,19.0,,0.0,225700000.0,0.2980132444045783,False,False,False,False,True,False
,44902.0,241579.04,0.5,0.0,0.0,219.5,0.0,9.0,32.1,0.0,219500000.0,0.18586877327656914,False,False,False,False,True,False
,88234.0,652294.18,22.75,0.0,0.0,198.5,0.0,19.0,25.4,0.0,198500000.0,0.13526718859385314,False,False,False,False,True,False
,44902.0,221423.38,0.0,0.0,0.0,261.3,0.0,20.0,28.8,0.0,261300000.00000003,0.20278797928751707,False,False,False,False,True,False
,70336.0,321451.22000000003,18.25,0.0,0.0,209.5,1.0,12.0,39.8,0.0,209500000.0,0.21880769275410528,False,False,False,False,True,False
,47100.0,552326.0,11.25,0.0,0.0,248.9,0.0,22.0,,0.0,248900000.00000003,0.08527572468926733,False,False,False,True,False,False
,66882.0,278273.08,3.25,0.0,0.0,118.4,1.0,28.0,30.7,0.0,118400000.00000001,0.24034663992526104,False,False,False,False,True,False
,65312.0,311626.16000000003,1.25,0.0,4.0,176.8,0.0,44.0,36.5,0.0,44.19998895000276,0.20958445783375676,False,False,True,False,False,False
,76302.0,190371.92,23.25,0.0,0.0,148.3,0.0,9.0,25.0,0.0,148300000.00000003,0.4008049065177002,False,False,False,False,True,False
,61230.0,535957.18,23.75,0.0,0.0,77.8,2.0,20.0,29.6,0.0,77800000.0,0.1142442011612864,True,False,False,True,False,False
,157628.0,853062.64,16.75,0.0,0.0,149.1,1.0,20.0,42.9,0.0,149100000.0,0.18477892762390938,False,False,False,True,False,False
,67196.0,324760.78,6.5,0.0,0.0,124.2,0.0,15.0,31.6,0.0,124200000.00000001,0.2069092203593389,True,False,False,False,True,False
,65940.0,420760.0,7.5,0.0,0.0,163.4,0.0,34.0,,0.0,163400000.0,0.1567164175379874,True,False,False,False,False,True
,48670.0,276948.0,30.75,0.0,0.0,213.3,0.0,22.0,,0.0,213300000.00000003,0.1757369608166986,False,False,True,False,False,False
,64370.0,416050.0,,0.0,0.0,206.7,0.0,22.0,,0.0,206700000.0,0.15471698076020435,False,False,False,False,False,True
,55578.0,225131.72,3.75,0.0,0.0,246.4,3.0,31.0,28.4,0.0,246400000.00000003,0.24686880974893805,False,False,False,False,False,True
,40820.0,226629.5,,0.0,0.0,369.0,0.0,6.0,37.6,0.0,369000000.0,0.18011776851593564,True,False,False,False,True,False
,44588.0,381597.92,10.75,0.0,0.0,211.5,0.0,12.0,37.6,0.0,211500000.0,0.11684550031916972,False,False,True,False,False,False
,71906.0,306435.74,16.0,0.0,0.0,629.4,0.0,23.0,20.1,0.0,629400000.0,0.23465278483948127,True,False,False,False,False,True
,28260.0,264771.08,22.5,0.0,0.0,361.8,1.0,47.0,27.7,0.0,361800000.0,0.10673371084661622,True,False,False,False,True,False
,79756.0,764046.78,27.0,0.0,0.0,351.7,0.0,19.0,37.8,0.0,351700000.0,0.10438627841035299,True,False,False,False,False,True
,56834.0,124730.22,17.5,0.0,0.0,113.9,1.0,16.0,22.4,0.0,113900000.00000001,0.4556554100870229,False,False,False,True,False,False
,109900.0,992240.0,3.0,0.0,0.0,161.5,1.0,26.0,,0.0,161500000.0,0.11075949355926036,True,False,False,False,False,True
,35482.0,673602.22,2.25,0.0,0.0,134.7,1.0,15.0,28.3,0.0,134700000.0,0.052675004466768226,True,False,False,False,False,True
,64684.0,262372.12,0.75,0.0,0.0,67.4,0.0,10.0,66.1,0.0,67400000.00000001,0.24653533978177508,False,False,False,False,True,False
,21980.0,214741.46,4.25,0.0,0.0,82.8,2.0,19.0,38.6,0.0,82800000.0,0.10235564151256288,True,False,False,False,True,False
,61858.0,76794.98,,0.0,0.0,61.2,1.0,19.0,42.4,0.0,61200000.00000001,0.8054953487129582,False,False,False,False,True,False
,78500.0,518100.0,10.5,0.0,0.0,198.2,1.0,31.0,,0.0,198200000.0,0.15151515122270767,False,False,False,False,False,True
,37994.0,396669.92,3.75,0.0,3.0,157.7,0.0,27.0,40.3,0.0,52.56664914445028,0.09578240745912267,True,False,False,True,False,False
,78500.0,408200.0,5.75,0.0,1.0,203.9,4.0,43.0,,0.0,203.89979610020393,0.19230769183658086,False,False,False,False,True,False
,25120.0,284013.0,4.25,2.0,1.0,140.9,0.0,9.0,,2.0,140.89985910014093,0.08844665529941709,True,False,False,False,True,False
,36424.0,623933.7000000001,0.25,0.0,0.0,342.4,0.0,16.0,41.0,0.0,342400000.0,0.05837799744046843,True,False,True,False,False,False
,51810.0,497049.44,20.5,0.0,0.0,220.0,0.0,26.0,20.5,0.0,220000000.0,0.10423510364635939,False,False,False,False,False,True
,47100.0,298300.0,0.5,0.0,0.0,149.2,1.0,18.0,,0.0,149200000.0,0.15789473631279002,False,False,False,False,True,False
,47414.0,199725.98,2.0,0.0,0.0,183.4,0.0,14.0,34.4,0.0,183400000.0,0.23739525405059844,False,False,False,False,True,False
,75674.0,352568.62,22.75,0.0,0.0,246.3,0.0,28.0,38.1,0.0,246300000.00000003,0.21463623105585453,False,False,False,False,True,False
,79128.0,360227.08,9.25,0.0,1.0,305.9,1.0,26.0,33.4,0.0,305.8996941003059,0.21966144183368602,False,False,False,True,False,False
,30144.0,214537.36,,0.0,0.0,359.2,0.0,6.0,34.6,0.0,359200000.0,0.14050699542258285,True,False,False,False,True,False
,75674.0,289134.34,7.5,0.0,0.0,231.7,0.0,19.0,37.9,0.0,231700000.0,0.2617260880816644,False,False,False,False,True,False
,41448.0,277271.42,3.25,0.0,0.0,242.5,2.0,25.0,27.1,0.0,242500000.0,0.1494852944112116,False,False,False,False,True,False
,160454.0,793553.36,6.0,0.0,0.0,255.6,2.0,31.0,40.4,0.0,255600000.0,0.20219686272616014,False,False,False,False,False,True
,32342.0,216926.9,,0.0,0.0,381.5,0.0,7.0,36.7,0.0,381500000.0,0.14909169794482982,True,False,False,False,True,False
,16014.0,88833.74,2.5,0.0,0.0,279.6,1.0,14.0,22.6,0.0,279600000.00000006,0.18026934157821856,False,False,False,False,True,False
,20096.0,145542.14,,0.0,0.0,205.2,0.0,11.0,46.1,0.0,205200000.0,0.13807684744722837,True,False,False,False,False,False
,40506.0,202787.48,4.75,0.0,0.0,164.9,0.0,14.0,28.0,0.0,164900000.0,0.19974605828847986,False,False,False,False,True,False
,100166.0,451632.48,15.25,0.0,0.0,236.3,1.0,38.0,41.7,0.0,236300000.00000003,0.22178652823688297,False,False,False,False,True,False
,58718.0,190510.08,26.75,0.0,0.0,245.0,0.0,14.0,24.4,0.0,245000000.0,0.3082146608294183,True,False,False,False,True,False
,27004.0,253944.36,20.75,0.0,0.0,240.8,0.0,11.0,23.9,0.0,240800000.00000003,0.10633825415008921,True,False,False,False,False,True
,49298.0,323561.3,21.5,0.0,0.0,149.3,4.0,24.0,31.2,0.0,149300000.00000003,0.15236061867608822,True,False,False,False,True,False
,62800.0,235500.0,7.5,1.0,3.0,269.8,1.0,22.0,,3.0,89.93330335556554,0.26666666553432417,False,False,False,False,True,False
,12560.0,253391.72,11.5,,1.0,213.5,0.0,23.0,41.1,,213.49978650021353,0.04956752316307919,True,False,False,True,False,False
,137846.0,210445.94,,0.0,0.0,318.5,0.0,18.0,16.1,0.0,318500000.0,0.6550185731546136,True,False,True,False,False,False
,12560.0,50302.8,18.25,0.0,1.0,87.5,2.0,23.0,,0.0,87.4999125000875,0.2496878851736308,True,False,False,False,True,False
,37994.0,234052.46,17.75,0.0,0.0,201.8,0.0,15.0,24.1,0.0,201800000.00000003,0.16233112797732985,False,False,False,False,False,True
,16642.0,287947.42,0.5,0.0,0.0,126.6,1.0,10.0,34.6,0.0,126600000.0,0.05779527367255011,False,False,False,False,True,False
,71592.0,535043.4400000001,8.0,0.0,0.0,150.0,0.0,39.0,19.5,0.0,150000000.0,0.13380595763625105,False,False,False,False,False,True
,25120.0,272866.0,15.0,0.0,1.0,90.7,0.0,9.0,,0.0,90.69990930009071,0.09205983855790081,False,False,True,False,False,False
,91688.0,263179.10000000003,21.0,0.0,0.0,189.5,0.0,25.0,34.6,0.0,189500000.0,0.3483863257060065,False,False,False,False,True,False
,54008.0,343007.32,3.25,0.0,0.0,118.1,1.0,25.0,38.9,0.0,118100000.0,0.1574543652378778,True,False,False,False,False,True
,34540.0,219843.96,3.0,0.0,1.0,322.0,0.0,10.0,33.6,0.0,321.99967800032204,0.1571114341412362,False,False,False,False,True,False
,99852.0,360220.8,5.0,,,118.6,9.0,20.0,41.1,,,0.27719665195014653,True,False,False,False,True,False
